,UUID,Substance
8906,8f052782-110e-4402-a5c7-968129fe3a7b,"4-chloro-3,5-xylenol"
8907,0af86afc-73df-415a-aa1a-39f9e94faaac,"4'-chloro-3-hydroxy-2',5'-dimethoxy-2-naphthanilide"
8908,74be4870-be28-4256-a5f2-759d42519828,4'-chloro-3-hydroxy-2-naphthanilide
8909,927dffdc-83fd-408a-b8ba-27c83bdd2ebc,"4-chloro-3-methylbenzene-1,2-diaminehydrochloride (1:1)"
8910,0a3ea9e0-df3d-4a37-b8b1-d03e4ec15134,4-chloro-3-nitro-5-sulphamoylbenzoic acid
8911,34374c79-d4aa-4288-bdc8-65518defcbff,4-chloro-3-nitrobenzenesulphonamide
8912,c116270a-3dad-4fbc-a94c-85107a6fa2ba,4-chloro-3-nitrobenzenesulphonyl chloride
8913,c1a4da2e-4d95-487e-a68b-1d3d2957e889,4-chloro-3-nitrobenzoic acid
8914,021746eb-75da-4e28-a8d2-2e8ff030c861,4-chloro-3-nitrobenzonitrile
8915,2a2c50b4-e65f-4bcc-8491-8c4c0c9daf4e,4-chloro-3-pyridinesulphonamide
8916,7d8900d2-141e-44c9-a276-d869ec8e4e35,4-chloro-4'-fluorobutyrophenone
8917,1605f4d3-4586-4cba-afba-7fd3109f5211,4-chloro-4'-hydroxybenzophenone
8918,62fface9-ed1b-4bd3-a08a-fec11590942c,4-chloro-4'-hydroxybenzophenone
8919,cc17198e-a343-459e-b5db-d807e7583784,4-chloro-5-methylbenzotriazole sodium salt;5-chloro-4-methylbenzotriazole sodium salt;reaction mass of: 4-chloro-7-methylbenzotriazole sodium salt
8920,09a29bb4-80f7-4788-973a-f3f1eed59a06,4-chloro-5-sulphamoylbenzoic acid
8921,20adbb6d-1d77-4327-9936-bd22fedb4c91,4-chloro-5-sulphamoylbenzoic acid
8922,8480f36c-406f-4ffc-b269-aa6b60cd3f54,4-chloro-6-ethyl-5-fluoropyrimidine
8923,d3804a66-8524-4feb-b683-0ae4ca4fd5c9,"4-chloro-7H-pyrrolo[2,3-d]pyrimidine"
8924,d5063554-8ee7-4c6a-87b5-fc79d4987237,"4-chloro-7H-pyrrolo[2,3-d]pyrimidine"
8925,c2745e97-3eb2-48c4-b2e6-541777b71385,4'-chloroacetophenone
8926,27b3a90b-6132-445e-b881-7534692d4674,4-chloroaniline
8927,30d2cef2-3861-4565-bcb4-32f4fe959c80,4-chloroaniline
8928,ca4ceb0e-6a4c-4e70-8170-7d80efa4007a,4-chloroaniline
8929,f829f3ef-7f2c-4abc-b941-bef5f5f2dc28,4-chloroaniline
8930,08f5a7eb-d704-417a-857f-85cb1a92cdfa,4-chloroanisole
8931,5a9b26e4-a740-4a54-8766-56415474415a,4-chloroanthranil acid
8932,06f4837f-3eb8-435c-a396-b6fe3978c99a,4-chlorobenzaldehyde
8933,6ab3db74-9462-4a50-8868-b143b154f0b6,4-chlorobenzaldehyde
8934,9888eff7-f46e-4161-941c-74aafa3e8e97,4-chlorobenzenesulphonic acid
8935,1037e08b-bc5e-44c3-9ee0-4f3430e0751c,4-chlorobenzenesulphonyl chloride
8936,555d47b3-63c8-41eb-8d0e-1d765dde46aa,4-chlorobenzenethiol
8937,aeebe6e5-24d4-4a41-80ac-9725eca65cf0,4-chlorobenzhydryl alcohol
8938,9ce9184d-0466-4077-bf63-8fbe5688b70f,4-chlorobenzoic acid
8939,5caa2960-a039-47f9-8df5-f8fc319c9098,4-chlorobenzonitrile
8940,1f05fd27-42d0-4331-a8b6-11e03be04649,4-chlorobenzophenone
8941,33e8710e-1f13-44c5-8356-f7afc3058c5e,4-chlorobenzophenone
8942,60bd2276-eb37-4219-b3a3-f2f12efaa8fe,4-chlorobenzoyl chloride
8943,c50f6862-44b8-4b55-8679-f924bb8a40a8,4-chlorobutyl acetate
8944,d946d9eb-0b85-4ae3-a412-c69893ed7828,4-chlorobutyl veratrate [CHLORO ESTER; CHLOROESTER]
8945,f33e74d1-9b92-41d6-9797-f6c0c4687c1a,4-chlorobutyl veratrate [CHLORO ESTER; CHLOROESTER]
8946,f73cc433-9bdc-4815-8040-616008ecce94,4-chlorobutyl veratrate [CHLORO ESTER; CHLOROESTER]
8947,165a2ed4-0176-4b91-b01e-1df21672f534,4-chlorobutyryl chloride
8948,3ea1d386-b8b2-4b79-9086-ddfb099b1e25,4-chlorobutyryl chloride
8949,1f11bac0-d82c-4ab6-9c84-3a01d95f164d,4-chloroformylphthalic anhydride
8950,1a80bbe4-3923-46d6-9c25-494b931642fa,"4-chloromethyl-4''-ethyl-2'-fluoro-[1,1':4',1''-terphenyl]"
8951,9f272b02-7f5a-4cea-8eae-a7a404c82090,"4-Chloromethyl-5-methyl-1,3-dioxol-2-one"
8952,50fa3681-b9b5-4300-93e9-917852abafe6,4-chloro-N-[2-(4-hydroxyphenyl)ethyl]benzamide
8953,42b34864-674c-404b-861f-7b48c27ac4fb,4-chloro-N-[2-methoxy-4-(morpholin-4-yl)-5-nitrophenyl]pyrimidin-2-amine
8954,64b8dfcc-c8a0-46af-8a6c-5b645e20ec89,"4-chloronaphthalene-1,8-dicarboxylic anhydride"
8955,666bee41-88e2-4762-aff9-a574f0d2ebb0,4-chloro-N-cyclopentylbenzylamine
8956,33b70cf8-a2c6-46c4-a8b7-a13c6b7f834c,4-chloro-N-methylpiperidine
8957,9658bdab-49bd-4070-aacf-53a90abcbbd9,4-chloro-N-methylpiperidine
8958,6e858a6f-6cd9-4ba7-8841-4636202450e3,4-chloro-o-cresol
8959,3f9815a6-9fbd-41e6-af8d-e24d771b1cd4,4-chloro-o-xylene
8960,3d55922d-507f-430b-b42f-ca3298890b71,4-chlorophenol
8961,9369aad5-79bf-49aa-86ed-abee33240a98,4-chlorophenol
8962,9eaab3c5-59c3-4fc7-aba0-c7e2ca300664,4-chlorophenol
8963,65c42eea-37e7-410d-9442-05b702e23c2a,4-chlorophenyl cyclopropyl ketone O-(4-aminobenzyl)oxime [ACC ETHER]
8964,2571a3d8-28ee-4b1c-ac51-0fa35a519936,4-chlorophenyl isocyanate
8965,42d92a9f-8bee-450f-8737-dd91aaf01acd,4-chlorophenyl isocyanate
8966,6414aba9-9a79-4eeb-a8ae-32e33cc92b6d,4-chlorophthalic anhydride
8967,046db87a-d72a-4859-a374-af70be1d1a25,4'-chloropropiophenone
8968,105b8815-cdde-49f1-9fa9-fc31d08168ec,4-chloropyridine hydrochloride
8969,0508a141-9b19-4a45-97bf-e8d855091dfa,4-chlororesorcinol
8970,c2803ca7-c21a-44c2-96b2-0e0654136f86,4-chlorotoluene
8971,cad9d266-9fbb-4f0c-b2d3-b4e876b5d1c7,"4-chloro-α,α,α-trifluoro-3-nitrotoluene"
8972,dc48125d-8157-472d-9211-191013e1bf7e,"4-chloro-α,α,α-trifluoro-3-nitrotoluene"
8973,846e7909-8496-4439-971a-59f9dc9b03dc,"4-chloro-α,α,α-trifluoro-m-toluidine"
8974,82828bc3-7c03-469a-b563-dc5a0928cf8f,"4-chloro-α,α,α-trifluoro-o-toluidine"
8975,595b9fde-2401-4667-af9c-a36fe7166767,"4-chloro-α,α,α-trifluorotoluene"
8976,e896e60c-cc62-4b9a-9084-57d2ab696d6c,"4-chloro-α,α,α-trifluorotoluene"
8977,ff30d9c9-97a4-42f3-885e-840f0c7427dd,"4-chloro-α,α,α-trifluorotoluene"
8978,95d2d49d-743a-4823-b135-4a680ab114b4,"4-cis-ethyl-4'-trans-propyl-[1,1'-bicyclohexyl]"
8979,1886be1f-b9be-4b3f-b0ed-bbcd636c316f,4-CPH
8980,38f3985b-ed3e-4909-8f67-71ca1e1d0718,4'-cyanoacetophenone
8981,6237b0ab-e073-4da1-87ae-b19dfc3e752b,4-cyanobenzoic acid
8982,f6a6c474-f696-41d6-9dfe-616493d93fe7,4-cyanobenzoyl chloride
8983,3a7eb15d-a6d1-4106-9844-e7acb61c6a12,4-cyanophenyl acetate
8984,57c3627e-0946-48a4-ad0b-17625cc714e8,4-cyclohexyl-2-methyl-2-butanol [CORANOL]
8985,a26c2cab-1c82-42a4-b3a0-80c789e7f016,4-cyclohexyl-2-methyl-2-butanol [CORANOL]
8986,2de9632b-527b-490c-9ed0-c33850f86242,4-cyclohexyl-4-methylpentan-2-one
8987,e9ed6a2d-9230-45a8-88b3-0dffceb818db,4-cyclohexylphenol
8988,b93e5d30-bcc0-4fd8-95e6-a9a1ee154c1c,"4-Cyclopentadecen-1-one, (4Z)-"
8989,fea5eece-57d6-4e5b-a878-ae12b4c187ac,4-cyclopentylpiperazin-1-amine
8990,eb277a5e-6307-4562-8f3b-bec027e7ba1c,"4-Decenal, 9-hydroxy-5,9-dimethyl-"
8991,4f32f770-337e-4617-89ff-672fb4f4fc55,"4-decyl-1,3-oxazolidin-2-one;4-decyloxazolidin-2-one"
8992,de5fb25f-654e-4647-a094-18f7fd143376,"4-diazo-3,4-dihydro-7-nitro-3-oxonaphthalene-1-sulphonic acid"
8993,c4e5897d-ff85-43d4-8a6e-14b01a63187a,4-dichloroacetyl-1-oxa-4-azaspiro[4.5]decane
8994,7dd00b62-85a0-4a09-b83d-ab04eec5ccd6,"4-dimethylamino-2,2-diphenylvaleronitrile"
8995,4e514b5d-c4c4-4e29-806c-9ad10904f20f,4-dimethylaminobenzaldehyde
8996,e6055b91-ccb1-41a4-929c-d08c747ed567,4-dimethylaminobenzenediazonium 3-carboxy-4-hydroxybenzenesulfonate [DIAZO-A-SALICYLSULFONATE]
8997,5d47c4c2-fca2-4bcf-8ea0-13ba7107b42a,4-dimethylaminobenzoic acid
8998,f7462b8f-e857-4baf-a265-aafc40fe6742,4-ethenylphenyl acetate
8999,4d23b80d-88ea-4b5f-96c0-c0b34ab48628,"4-Ethoxy-2,3-difluoro-4'-(trans-4-propylcyclohexyl)-1,1'-biphenyl"
9000,8513f418-beeb-44ff-a2d7-2899bbbc1421,"4-Ethoxy-2,3-difluoro-4'-methyl-1,1'-biphenyl"
9001,b95d235d-a479-4b5c-a7f7-82ccfb85c34b,"4-ethoxy-2,3-difluoro-4'-propyl-1,1'-biphenyl"
9002,97e7669a-0d10-4894-af44-5b51e2c3c43e,"4-Ethoxy-2,3-difluorphenylboronic acid"
9003,4fe48624-3836-4c72-8cbf-ee029e85be84,4'-ethoxy-3-hydroxy-2-naphthanilide
9004,1ec453e6-be75-46b4-a96b-442482485e71,"4-Ethoxy-4'-(trans-4-ethylcyclohexyl)-2,3-difluor-1,1'-biphenyl"
9005,40e2de1a-bb79-4e89-be86-c13b9dd09b37,"4-Ethoxy-4'-ethyl-2,3-difluoro-1,1'-biphenyl"
9006,43f2cbdb-5f06-4c6e-8cbf-26dd3045dc9d,4-ethoxybenzoic acid
9007,4d7499b8-8bba-4866-b465-73969f3187b8,"4-ethyl-1,3-dioxolan-2-one [JEFFSOL BUTYLENE CARBONATE; TEXACAR F-100]"
9008,e8a6f362-ccd0-4457-b29c-fd0b07e5b60b,4-ethyl-2-(8-heptadecenyl)-2-oxazoline-4-methanol
9009,91c80845-13e6-4805-b1d9-d80c8c7f7f2f,"4''-Ethyl-2',3,4,5-tetrafluor-1,1':4',1''-terphenyl"
9010,6bc16c16-45c1-4376-b731-64e016e2dcdd,"4-Ethyl-2',3'-difluor-4''-propyl-1,1':4',1''-terphenyl"
9011,885c1448-a015-4aed-9e0b-5e661bbfd170,"4'-Ethyl-2,3-difluorbiphenyl"
9012,fe9bed64-eb43-4b20-beb0-3aec15f4e428,"4'-Ethyl-2,3-difluorbiphenyl-4-boronic acid"
9013,58ee0e8c-41c8-474a-83c2-3d4f207157eb,"4-ethyl-2,3-dioxopiperazine-1-carbonyl chloride"
9014,f8b4e812-b648-4250-b4a5-39122e6243a2,"4-ethyl-2,3-dioxopiperazine-1-carbonyl chloride"
9015,8769e933-fdbc-403c-adf9-fd30bbd84576,4-Ethyl-2’-fluoro-4’-bromobiphenyl
9016,c3bcde64-39b4-43e8-a9cc-7bb8fabb360e,"4''-Ethyl-2'-fluor-4-propyl-1,1':4',1''-terphenyl"
9017,e26204ab-a92f-4f75-9835-2e7f1f6644c8,"4''-ethyl-2'-fluoro-[1,1':4',1''-terphenyl]-4-methanol"
9018,e5bd8738-3aae-48b0-bc04-15cdc76ea9ee,4-ethyl-2-fluoro-4'-(2-(trans-4-pentylcyclohexyl)ethyl)biphenyl
9019,9f406d1c-51e4-4fa7-8f86-7ca4a2818453,4-ethyl-2-fluoro-4'-(2-(trans-4-propylcyclohexyl)ethyl)biphenyl
9020,9bc11449-1367-4a0e-b002-f1f9ec0b9920,"4-ethyl-2-methyl-2-isopentyl-1,3-oxazolidine [ZOLDINE (R) MS-52]"
9021,01f4d737-e7dc-4b78-9a0f-dbe2001ca045,4'-Ethyl-3-fluorbiphenyl-4-boronic acid
9022,3eaa7c4f-d6c2-427e-9f09-5a714a42fdc4,4-Ethyl-3'-fluorobiphenyl
9023,8365a460-407d-4d5a-afa4-026a00c9e20d,4-ethylbenzaldehyde
9024,a3cc190e-4fb6-4f44-825a-c947502e6d72,4-ethylmorpholine
9025,efbdae6d-800d-440c-9eff-824d13b14fdf,4-ethylphenol
9026,b32dbf9c-e1e7-444c-a6f5-ed0f0e1b741d,"4-ethynyl-2,6-difluoro-aniline"
9027,f1328e85-6011-4a8f-8d05-032e9dba927e,"4-fluoro-1,3-dioxolan-2-one"
9028,3a693d1d-4a2b-423f-bde8-990d95c92b98,4-FLUORO-3-HYDROXY-BENZOIC ACID METHYL ESTER
9029,f5f14d01-8409-43ac-af37-b11937d040b3,4-fluoro-3-nitrobenzonitrile
9030,1827f901-4bbe-4f60-a320-04566dbb9934,4-fluoroaniline
9031,f0350a5a-440d-4bef-9c16-6e1bba718e92,4-fluoroaniline
9032,80f4e71e-5028-4d1a-9660-719e07e9dee5,4-fluorobenzaldehyde
9033,2c00fe17-faac-46a8-b918-47ba61b5ad05,4-fluorobenzenesulphonyl chloride
9034,3d545453-b9e3-4e1e-86e2-ceb1863e8e12,4-fluorobenzonitrile
9035,4f633d77-be14-48e2-bbac-84ccaacf53e4,4-fluorobenzylamine
9036,49ba72aa-4743-428f-8103-e4e406832aab,4-fluorophenol
9037,8ab58a19-3955-4f2f-9684-8bc86e76f2f5,4-fluorophenol
9038,d6e4ac78-40b4-41da-81e1-a0afc13d4b4f,4-formyl-2-methoxyphenyl isobutyrate
9039,8b551915-9e73-47eb-89ed-29c2868e9a8c,4-formylbenzoic acid
9040,ad2aa199-69e0-4c5f-8564-020e36400cd0,4-formyl-N-isopropylbenzamide
9041,e59edace-4e74-405e-90f4-3224ee747f3b,4-formylphenylboronic acid
9042,8be5d47a-35d0-4f29-9f61-7ed1f4b14735,4-guanidinobenzoic acid hydrochloride
9043,61bf9a1e-721d-448a-bed7-f85540f8cc0c,"4H-1,2,4-triazol-4-ylamine"
9044,cdb640c6-7cf0-48e1-a526-a271bc7bef89,"4H-1,2,4-triazol-4-ylamine"
9045,1370979d-bb36-4754-a2f5-4edc4996ccd1,"4H-1,2,4-Triazole, 4-[[bis(4-fluorophenyl)methylsilyl]methyl]-"
9046,78a4bdfb-a5e4-4f4e-b198-f7347b5bf4df,"4H-1,3-Dioxino[4,5-c]pyridine-5-carboxaldehyde, 2,2,8-trimethyl-"
9047,45fa0a76-5511-410e-a4b0-e8ff75ecfa29,"4H-1,3-Dioxino[4,5-c]pyridine-5-methanol, .alpha.-(4-chlorophenyl)-2,2,8-trimethyl-"
9048,fc3340ea-30ae-4ff8-ae23-c199705f9d06,"4H-1-Benzopyran-2-carboxylic acid, 5,5'-((2-hydroxy-1,3-propanediyl)bis(oxy))bis(4-oxo) diethyl ester"
9049,2a2d43f2-62aa-4b23-8304-455e5cdbf88e,"4H-3,1-benzoxazine-2,4(1H)-dione"
9050,602cd45b-20d3-4e4a-977d-521ed9291aaa,"4H-3,1-benzoxazine-2,4(1H)-dione"
9051,151845ea-77e1-4a02-b55a-a34841c7b1d0,"4H-4a,7-Methanooxazirino[3,2-i][2,1]benzisothiazole, tetrahydro-9,9-dimethyl-, 3,3-dioxide, (4aR,7S,8aR)-"
9052,f9966428-1ebd-459b-98c0-03c60e2cd0b0,4HBAGE
9053,a21de849-e7bd-4a31-a17f-dd25d126b334,"4H-Carbazol-4-one, 3-[(dimethylamino)methyl]-1,2,3,9-tetrahydro-9-methyl-, hydrochloride (1:1)"
9054,097438e5-9ff1-4954-a474-074f8501ec89,4-hexadecyl-1-phenylpyrazolidin-3-one
9055,d100a50f-1e72-4aab-8ec9-651e774635b4,"4-Hexenal, 6-(2,2,3-trimethyl-3-cyclopenten-1-yl)-"
9056,9625fd3f-5528-4c8d-8b75-aece399d2ac7,4-hexylresorcinol
9057,9aa1d1f4-a096-4cd5-a6af-0df297dabe8d,"4H-Imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid, 8-chloro-6-(2-fluorophenyl)-1-methyl-, ethyl ester"
9058,8d788921-8f6f-43a7-b063-31f121a851c8,"4H-Indeno[4,5-d]-1,3-dioxole, 3a,5,6,7,8,8b-hexahydro-2,2,6,6,7,8,8-heptamethyl-"
9059,ee5f9288-ae3f-47e7-9b32-a1d57c971bba,"4H-Indeno[4,5-d]-1,3-dioxole, 3a,5,6,7,8,8b-hexahydro-2,2,6,6,7,8,8-heptamethyl-"
9060,9cdb8247-9df2-4d20-a3d7-08ffed2354a4,"4H-Pyrazino[2,1-a]isoquinolin-4-one, 2-acetyl-1,2,3,6,7,11b-hexahydro-"
9061,edb4f6e1-8c88-4adc-a638-df7677c03881,"4H-Pyrido[1,2-a]pyrimidin-4-one, 3-(2-chloroethyl)-9-hydroxy-2-methyl-, hydrochloride (1:1)"
9062,648e6a42-6fd4-49f1-883b-a4104f0cc86f,"4H-Pyrido[1,2-a]pyrimidin-4-one, 3-[2-[4-[(Z)-(2,4-difluorophenyl)(hydroxyimino)methyl]-1-piperidinyl]ethyl]-6,7,8,9-tetrahydro-2-methyl-"
9063,c6f074ce-c704-42b8-8f6e-f571d5a10739,"4H-Pyrido[1,2-a]pyrimidin-4-one, 9-hydroxy-3-(2-hydroxyethyl)-2-methyl-"
9064,ac253d57-9a8a-4761-b077-131312686460,"4H-Thieno[2,3-b]thiopyran-2-sulfonamide, 5,6-dihydro-6-methyl-4-oxo-"
9065,e9df9980-54d0-4e7a-9951-337435176bff,4-hydrazinobenzoic acid
9066,eab37aba-5225-4e3e-b502-0036f8f759cd,4-hydroxy-1-methyl-3-[(4-nitrophenyl)azo]-2-quinolone
9067,7778e1bf-0e4d-436b-9ea0-4bb454b1eea7,"4-hydroxy-2,2,6,6-tetramethylpiperidine-1-ethanol"
9068,286afc19-dae9-4175-8ef5-fbbe4fb60d47,"4-hydroxy-2,2,6,6-tetramethylpiperidinoxyl"
9069,87b1f574-1aa5-4177-8789-0e41a0973f21,"4-hydroxy-2,5-dimethylfuran-2(3H)-one"
9070,64634cf4-f9ac-41bc-9966-851426a6db3d,"4-Hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylicacidisopropylester-1,1-dioxide"
9071,e4be8abb-a9b4-48d2-8bd4-f548aaa4ba68,4-hydroxy-2-methylnaphthyl benzoate
9072,f3ea4063-9f05-4fa9-af0a-aebcc4f327a1,"4-hydroxy-3,5-dimethoxybenzaldehyde"
9073,49360fc2-8cc5-422e-bc3e-6c23aa5cda65,"4-hydroxy-3,5-dimethoxybenzonitrile"
9074,744cf0e3-8229-445c-8882-9575bf85e2a2,"4-hydroxy-3,5-dimethylbenzaldehyde"
9075,24815db7-e574-438a-a07d-a61ee5776701,"4-Hydroxy-3,5-dimethylbenzonitrile"
9076,d1e20631-cf17-46e3-b75d-d93b6f6b1e23,"4-Hydroxy-3,5-dimethylbenzonitrile"
9077,a2d222e2-f3eb-445c-9fed-75e4b0b5aa41,4-hydroxy-3-[(2-hydroxy-4-nitrophenyl)azo]naphthalenesulphonic acid
9078,3d00062f-5f8d-4e15-9fe0-9efbcdd7eba4,4-Hydroxy-3-methoxy-5-nitro-benzoic acid
9079,81156f75-10ba-4690-9c28-5a70b09aa93c,4-hydroxy-3-methoxybenzyl alcohol
9080,62554cb6-72f8-4725-a554-f24d586f8962,4-hydroxy-3-methoxycinnamic acid
9081,2e00c6c9-7dc8-469f-a8e4-548e95440506,"4-hydroxy-3-methyl-5-[(1R)-2,2,3-trimethylcyclopent-3-en-1-yl]pentan-2-one"
9082,ffe91ffb-623c-4d69-84be-6fb7b657c2c5,4-Hydroxy-3-nitro-2(1H)-quinolinone
9083,6c98b8a1-b69d-478b-aa65-135f7f5f6611,4-hydroxy-3-pyridinesulphonic acid
9084,eb881511-df4a-45c4-9b4f-9086a7756949,4-hydroxy-4-methylpentan-2-one
9085,39849b82-a9d5-444b-9ee3-7b09751e0902,"4-hydroxy-5-[[(p-tolyl)sulphonyl]amino]naphthalene-2,7-disulphonic acid"
9086,c36f62f1-ca64-4b35-a7c5-ae43fb9a5120,4-hydroxy-5-methylpyridin-2(1H)-one
9087,a9c0afc6-cd29-4fac-b689-ffdb1d1f701e,4-hydroxy-6-(3-sulphoanilino)naphthalene-2-sulphonic acid
9088,d050f31e-ee2e-4309-9a72-166daeec668d,"4-hydroxy-6-(3-sulphoanilino)naphthalene-2-sulphonic acid, sodium salt"
9089,e22b1d97-bd99-49b0-85ab-a9c6dcbf5f48,4-hydroxy-6-(methylamino)naphthalene-2-sulphonic acid
9090,9d8b1a1f-6005-4118-9db5-c86eca8ba3c8,"4-hydroxy-7-(2-aminoethyl)-1,3-benzothiazol-2(3H)-one hydrochloride"
9091,5b4425e1-f396-40ca-b79f-5cb528cc2714,4-hydroxy-7-(methylamino)naphthalene-2-sulphonic acid
9092,35eb4047-68d5-4947-a30c-ecf8c7659075,4'-hydroxyacetophenone
9093,ba59ea01-5f00-401d-9a9d-1dcb32c6217e,4'-hydroxyacetophenone
9094,cc6fe95f-6973-468c-a94c-fd54fb881dae,4-hydroxybenzaldehyde
9095,fc04d6e2-8333-4eca-a02f-8efc65eed9fe,4-hydroxybenzaldehyde
9096,90f2dccd-4e07-4695-9b36-6fdec3db1bff,4-hydroxybenzenesulphonic acid
9097,ba1b7329-53fb-4957-80a4-83a328404b7b,4-hydroxybenzenesulphonic acid
9098,ca1ae875-dee2-4cc2-8f5e-0ac31bbdd25f,4-hydroxybenzohydrazide
9099,3b8d214b-ecf6-4ddd-a280-73d450bd6593,4-hydroxybenzoic acid
9100,a050fc07-152c-4b11-8ba0-92b9df3fb49f,4-hydroxybenzoic acid
9101,adcb5b35-d101-4525-93b7-79f4bc41ad51,4-hydroxybenzonitrile
9102,418895e4-d7db-472c-9317-45c69eac97fc,4-hydroxybenzophenone
9103,57fff447-fc9b-441c-a6db-c32d6cb79c00,4-hydroxybenzophenone
9104,70aeea00-74db-456d-a62f-9a7fbe9bb5a3,4-hydroxybenzyl alcohol
9105,9148d0f3-f458-469a-9c3a-55cad99da906,4-hydroxybenzyl alcohol
9106,68a3f65c-1fc0-4030-ac99-ef0ccc8fa696,4-hydroxybutan-2-one
9107,4f7e67f0-f2c9-49b3-af7f-ca6b2d919422,4-hydroxybutan-2-one + 3-(hydroxymethyl)but-3-en-2-one
9108,b6f1e0ec-2568-412c-a09b-8b6370008e97,4-hydroxybutyl acrylate
9109,861d982b-8e73-4deb-960a-d635b76a085b,4-hydroxycinnamic acid
9110,80bc48be-a5ad-4a33-8bb9-a296df9f248f,4-hydroxycoumarin
9111,ecbf7a81-c8ef-40d3-a45b-8e660e75bdb6,4-hydroxycoumarin
9112,cca55de4-2088-43b0-bd23-1000af358939,4-hydroxyindole
9113,45bafb0f-e0ef-43e5-97a5-220b21b0d774,"4-hydroxymethyl-1,3-dioxolan-2-one"
9114,8137626c-3aa8-469c-8d2d-91b7106d1ab0,4-hydroxynaphthalene-1-sulphonic acid
9115,5ff65d76-2ae0-407a-83f0-49add6ae9d7a,4-hydroxyphenethyl alcohol
9116,9673189a-5315-415d-bc37-096df779cad7,4-hydroxyphenethyl alcohol
9117,c46135b6-3b8a-45e4-8c15-e987f841b894,4-hydroxyphenethylammonium chloride
9118,559adff0-b2ae-4968-aef8-083e533aefd7,4-hydroxyphenyl 4-(allyloxy)benzoate [4-ALLYLOXYBENZOESÄUREHYDROCHINONESTER]
9119,4aabda0d-9e79-4d98-bf9e-28f3757ae028,4-hydroxyphenylacetamide
9120,9b900156-1f17-4251-ba06-b986a8a71ecc,4-hydroxyphenyl-alpha-D-glucopyranoside [ALPHARBUTIN]
9121,328bec0c-447c-4238-b2b5-17e1cf12fab4,4-iodotoluene
9122,9e128cf6-c646-4fae-8499-fac825aab223,4-isobutyl-2-methylbenzaldehyde
9123,91935db0-35a5-436a-99a6-1f254a278d10,4-isocyanato-2-methyl-1-{4-[(trifluoromethyl)thio]phenoxy}benzene
9124,30d1ede7-4510-4a0c-b8a8-9bcf85b07ccf,4-isopropyl-1-methylcyclohexene
9125,1ee58bdc-cd9d-447d-bdf0-f60fa965939c,4-isopropylaniline
9126,346173f8-0e63-4719-8365-0977c1b1e882,4-isopropylbenzaldehyde
9127,c3584a27-e512-4c14-a5cc-55eaf8dcb849,4-isopropylbenzaldehyde
9128,faf6fcf3-b200-4687-81e1-a476857c9bf3,4-isopropylbenzonitrile
9129,e6ed2881-d442-44a9-91bb-5187c875ac56,4-isopropylcyclohexanol
9130,4819ede9-caa8-417a-abed-1eb8ab3de6a0,4-isopropyl-m-cresol
9131,32dae10c-0cc1-4792-81e3-bf4380d9302c,4-isopropylpyrocatechol
9132,88079148-a5ef-4286-b581-1602572597f5,4-isothiocyanato-2-(trifluoromethyl)benzonitrile
9133,5cf7c115-3f35-4c54-8f05-b1ecea9ed5a4,4-mesyl-2-nitrotoluene
9134,6169b8b3-a05c-4eaf-b49e-3f8fd021720d,4-mesyl-2-nitrotoluene
9135,e3061879-4fec-414b-bd27-efbb9890f4b6,4-Methanesulfonyl-2-(trifluoromethyl)benzaldehyde
9136,b13a54c7-baa6-4d67-a4eb-1f5bfe27a46b,4-methoxy-2-nitrobenzenediazonium
9137,09cad03e-fdfc-4114-a6e0-27bdf10dd19b,4-methoxy-3-(3-morpholinopropoxy)benzonitrile
9138,b15b8548-6ef3-43d8-b36f-4447f91750ac,"4-methoxy-3,5-dimethylpyridine-2-methanol"
9139,62a5f743-e75d-464f-91db-e06b2c149bb7,4-methoxy-3-nitro-N-phenylbenzamide
9140,7c1a6bb8-a103-4a08-93bb-792a3b6913d1,4-Methoxy-5-(3-morpholin-4-yl-propoxy)-2-nitro-benzonitrile
9141,aaa7020d-e41a-49bf-a4d6-bcba74438e9a,4'-methoxyacetoacetanilide
9142,00d367bb-de5e-410b-b05c-39b160e28133,4'-methoxyacetophenone
9143,05b75c54-da68-4455-8cf8-c0db48000781,4'-methoxyacetophenone
9144,548a7331-33dc-485d-a014-06691c63526a,"4-methoxybenzyl (6R,7R)-7-{[(2Z)-2-(5-amino-1,2,4-thiadiazol-3-yl)-2-{[(1-tert-butoxy-2-methyl-1-oxopropan-2-yl)oxy]imino}acetyl]amino}-3-(chloromethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"
9145,574083ac-529e-496c-9281-2e27ee532c08,"4-methoxybenzyl (6R,7R)-7-amino-3-(chloromethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate hydrochloride (1:1)"
9146,056fcc8d-f956-4770-9072-92b078f338af,4-methoxybenzyl 3-chloromethyl-5-oxo-6-phenylacetamido-(2H)5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate [GCLE]
9147,68b907ed-493d-4a79-8324-7015ab6e6da4,4-methoxybenzyl 3-chloromethyl-5-oxo-6-phenylacetamido-(2H)5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate [GCLE]
