,UUID,Substance
22543,314eb904-fa6f-423f-8886-127479fdcfa4,"Reaction mass of 212254-28-9 and 4,4'-methylenebis[2-[(2-hydroxy-5-methylphenyl)methyl]-3,6-dimethylphenol] monoesters with 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid and 4,4'-methylenebis[2-[(2-hydroxy-5-methylphenyl)methyl]-3,6-dimethylphenol] triesters with 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid"
22544,60c33ced-e537-47eb-8004-5bdfac3bd5d0,"Reaction mass of 236754-64-6 and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid monoester with 4,4'-[(2-hydroxyphenyl)methylene]bis[2,3,6-trimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid triester with 4,4'-[(2-hydroxyphenyl)methylene]bis[2,3,6-trimethylphenol]"
22545,2ea9606c-b159-4b0a-abb3-629fc0e8ce79,"Reaction mass of 29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32 copper and Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, (dimethylamino)methyl derivs."
22546,d3bee960-3b84-463d-9c24-8382850e9b9c,"Reaction mass of 29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32 copper and hydrogen [29H,31H-phthalocyaninesulphonato(3-)-N29,N30,N31,N32]cuprate(1-), compound with dodecylamine (1:1)"
22547,750cc244-5033-48bd-9f83-72ee6348f901,Reaction mass of 2-amino-2-methyl-1-propanol hydrochlorid (3207-12-3) and 2-amino-2-methyl-1-propanol (124-68-5)
22548,0fd88494-951c-4219-b63a-f07c0a63d239,"Reaction mass of 2-aminoethanol and 6-[(p-tosyl)amino]hexanoic acid, compound with 2-aminoethanol (1:1)"
22549,e06b7559-5f16-4693-bab6-f2e74d61c594,Reaction mass of 2-anilino-4-methyl-5-{(E)-[4-nitro-2-(trifluoromethyl)phenyl]diazenyl}-6-[(2-phenylethyl)amino]pyridine-3-carbonitrile and 2-anilino-4-methyl-5-{(E)-[4-nitro-2-(trifluoromethyl)phenyl]diazenyl}-6-[(2-phenylethyl)amino]pyridine-3-carbonitrile and 2-anilino-6-(benzylamino)-5-[(E)-(2-cyano-4-nitrophenyl)diazenyl]-4-methylpyridine-3-carbonitrile and 6-anilino-2-(benzylamino)-5-[(E)-(2-cyano-4-nitrophenyl)diazenyl]-4-methylpyridine-3-carbonitrile and 2-anilino-5-[(E)-(2-cyano-4-nitrophenyl)diazenyl]-4-methyl-6-[(2-phenylethyl)amino]pyridine-3-carbonitrile and 6-anilino-5-[(E)-(2-cyano-4-nitrophenyl)diazenyl]-4-methyl-2-[(2-phenylethyl)amino]pyridine-3-carbonitrile
22550,7a03c186-5c1d-425b-b802-c337938ea4a9,Reaction mass of 2-butylheptanoic acid and 2-ethylnonanoic acid and 2-methyldecanoic acid and 2-propyloctanoic acid
22551,cbf8095d-efef-4d46-aae0-ac37bcf8e7f5,Reaction mass of 2-carboxy-N-(2-carboxyethyl)-N-(2-chloroethyl)ethanaminium chloride and 2-carboxy-N-(2-carboxyethyl)-N-(2-hydroxyethyl)ethanaminium chloride and 2-carboxy-N-(2-chloroethyl)ethanaminium chloride
22552,c46834dd-9d67-4f18-b3d7-cbbd8b424cde,"Reaction mass of 2-chloro-N-[9,10-dioxo-4-(phenylsulfanyl)-9,10-dihydroanthracen-1-yl]benzamide and 3-chloro-N-[9,10-dioxo-4-(phenylsulfanyl)-9,10-dihydroanthracen-1-yl]benzamide and 4-chloro-N-[9,10-dioxo-4-(phenylsulfanyl)-9,10-dihydroanthracen-1-yl]benzamide"
22553,b683027e-9d3f-4454-bb1e-13eb7fd6c3d0,"Reaction mass of 2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethenyl)-, (1R,4R)- and 2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethenyl)-, (1S,4R)-"
22554,2fb5bb78-b46c-45f0-8b3f-c3ccfb383e64,"Reaction mass of 2-deoxy-2,2-difluoro-3,5-bis-O-(3-fluorobenzoyl)-1-O-(methylsulfonyl)-D-ribofuranose and 2-deoxy-2,2-difluoro-3,5-bis-O-(3-fluorobenzoyl)-1-O-(methylsulfonyl)-D-ribofuranose"
22555,73eed069-2e0f-4520-8b2a-187150215159,Reaction mass of 2-dodecylhexadecyl methacrylate and 2-Tetradecyloctadecyl methacrylate
22556,a399e377-f4be-42ba-bf1b-b4613521a3aa,"Reaction mass of 2-ethyl-2-(methoxymethyl)-propane-1,3-diol and 2-ethylpropane-1,3-diol"
22557,d15fe470-c074-4b97-832f-aa4431bac92e,"Reaction mass of 2-ethyl-2-[[3-(2-methylaziridin-1-yl)propionyl]methyl]propane-1,3-diyl bis(2-methylaziridine-1-propionate) and 2,2-bis({[3-(2-methylaziridin-1-yl)propanoyl]oxy}methyl)butyl 3-[2,2-bis({[3-(2-methylaziridin-1-yl)propanoyl]oxy}methyl)butoxy]propanoate"
22558,811b788c-00ee-401c-a15c-ce9bafd8fdd5,Reaction mass of 2-ethyl-4-methyl-1H-imidazole-1-propiononitrile and 2-ethyl-5-methyl-1H-imidazole-1-propiononitrile
22559,7a10fb6a-bf66-47d8-9cf0-09a0029d1dd9,Reaction mass of 2-ethylhexan-1-ol and 2-ethylhexenal and butyraldehyde
22560,24c1d3af-aff5-417e-aeef-e0862778dd73,Reaction mass of 2-ethylhexanoic acid and 2-ethylhexanol and Rhodium tris(2-ethylhexanoate)
22561,a8e8030a-0b7d-4795-bdf9-29bd4ead0f5f,Reaction mass of 2-ethylhexyl (3-isocyanato-4-methylphenyl)carbamate and 2-ethylhexyl (5-isocyanato-2-methylphenyl)carbamate and 2-ethylhexyl (3-isocyanato-2-methylphenyl)carbamate
22562,79d06356-e764-4be0-ae6b-719d290405f5,"Reaction mass of 2-ethylhexyl (6-isocyanatohexyl)-carbamate and bis(2-ethylhexyl) 1,6-hexan-1,6-diylbiscarbamate"
22563,976b0309-119d-4571-8881-e31ca0819bbf,Reaction mass of 2-ethylhexyl 12-[(12-hydroxyoctadecanoyl)oxy]octadecanoate and 2-ethylhexyl 12-hydroxyoctadecanoate
22564,5630a90a-beae-4606-aa6c-860872e14117,Reaction mass of 2-ethylhexyl diphenyl phosphite and bis(2-ethylhexyl) phenyl phosphite and triphenyl phosphite
22565,87518ad6-193c-438f-b039-d29cdc6f176d,"Reaction mass of 2-Ethylhexyl N-(5-isocyanato-2-methylphenyl)carbamate and 2-Ethylhexyl N-(3-isocyanato-4-methylphenyl)carbamate and N,N'-(4-Methyl-1,3-phenylene)bis(carbamic acid) C,C'-bis(2-ethylhexyl) ester"
22566,02df6838-4a24-4612-9a19-b22c6514eb60,"Reaction mass of 2-ethylpropane-1,3-diol and 5-ethyl-1,3-dioxane-5-methanol"
22567,ec26f9d2-4d7a-46e4-9072-2c415c06be5a,"Reaction mass of 2-HEPTANOL, 3,4,5,6,6-PENTAMETHYL and 2-HEPTANOL, 3,4,5,5,6-PENTAMETHYL and 2-Heptanol,4-Methylene-3,5,6,6-Tetramethyl- and 2-Heptanol,4-Methylene-3,5,5,6-Tetramethyl-"
22568,381a4e8e-c21a-4973-9f2e-c6b2f61393f4,"Reaction mass of 2-hexadecyl-N-(2-hydroxyethyl)-3-oxoicosanamide, 2-hexadecyl-N-(2-hydroxyethyl)-3-oxo-, N-(2-hydroxyethyl)-3-oxo-2-tetradecylicosanamide and N-(2-hydroxyethyl)-3-oxo-2-tetradecyloctadecanamide."
22569,8214cab1-c21b-4712-a217-7bce5eeddb29,Reaction mass of 2-Hexyl-1-dodecanol and 2-Octyl-1-decanol
22570,b78efec8-1652-448a-be87-2a76562d2d03,Reaction mass of 2-hexyldecan-1-ol and 2-hexyldodecan-1-ol and 2-octyldecan-1-ol and 2-octyldodecan-1-ol
22571,161867e0-f546-4e8a-94e2-6421d679f144,"Reaction mass of 2-hydroxy-1,3-propanediyl bismethacrylate and 101525-90-0"
22572,1717be31-46fc-4968-8f72-d1b567f0398c,"Reaction mass of 2-hydroxy-1-{3-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,1,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one and 2-hydroxy-1-{1-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,3,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one"
22573,fcce1ab5-d55f-44c3-93dd-f6853e41c574,"Reaction mass of 2-hydroxy-1-{3-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,1,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one and 2-hydroxy-1-{1-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,3,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one"
22574,ad4a60e1-e9fc-4f0e-9024-4152e52ac7fb,"Reaction mass of 2-hydroxy-3-[(1-oxodocosyl) oxy]propyltrimethylammonium chloride and 2-methylpentane-2,4-diol"
22575,153937af-8f6b-4cbb-83c6-5edbff91c152,Reaction mass of 2-hydroxy-4-(methylthio)butanoic acid and 2-hydroxy-4-(methylthio)butanoic acid dimer
22576,025ea0dd-3fcc-4a35-85f1-b105ab077c88,Reaction mass of 2-hydroxyethyl laurate and ethylene dilaurate
22577,e0adae5b-e56f-4c98-afa2-23edbf575eb5,"Reaction mass of 2-hydroxyethyl oleate, oleic acid, and 2-hydroxyethyl palmitate"
22578,050122e7-1fef-4dfd-8f50-06461e9c1ff6,"Reaction mass of 2-hydroxyethyl ricinoleate and (R)-12-hydroxyoleic acid, monoester with glycerol"
22579,04223bc5-5d0a-497d-8d99-9f890d62ecb9,Reaction mass of 2-hydroxyisopropyl 2-hydroxypropyl bicarbamate and 2-hydroxypropyl carbazate and propylene carbonate
22580,542ab768-196f-402e-ae46-42339fe36064,"Reaction mass of 2-hydroxy-N-(2-(2-hydroxyethoxy)ethyl)-N-(2-hydroxyethyl)-N-methylethan-1-amininium hydroxide and 2-hydroxy-N,N-bis(2-hydroxyethyl)-N-methylethanaminium hydroxide"
22581,f6ef87eb-ec34-42b1-b393-1a21e87154f3,Reaction mass of 2-isopropenyl-5-methylhex-4-en-1-ol and 2-isopropenyl-5-methylhex-4-enyl acetate and DL-borneol and caryophyllene and linalool and linalyl acetate and p-menth-1-en-4-ol
22582,dea8ab41-4a7e-432a-b506-4ebf0e98ea58,Reaction mass of 2-methoxy-2-methylbutane and 4-methoxypent-2-ene
22583,4a7d3f71-9864-4b6b-99f0-b57d6dff7d79,"Reaction mass of 2-methoxy-6-methylocta-1,5-diene and 2-methoxy-6-methylocta-2,5-diene"
22584,5c6f4792-583b-4b00-bd99-ff44c1ff035a,Reaction mass of 2-methyl-6-methylideneoct-7-en-2-yl acetate and 2-(4-methylcyclohex-3-en-1-yl)propan-2-yl acetate and 1-methyl-4-(propan-2-ylidene)cyclohexyl acetate
22585,c00ce8d2-7425-4c59-9123-a899bb149ed5,Reaction mass of 2-methylbutyl acetate and pentyl acetate
22586,c91f01a4-f1c8-40dd-b105-11d883e91da5,Reaction mass of 2-methylbutyl nitrite and 2-methyl-1-butanol and 1-pentanol and pentyl nitrite
22587,aad4b7bd-f816-4134-babb-f83b2d952eca,Reaction mass of 2-methylbutyl salicylate and pentyl salicylate
22588,cbbb1c3e-c133-47bc-bd0d-7a66e5baf715,Reaction mass of 2-Methylbutyraldehyde and n-Valeraldehyde
22589,821666fa-2c46-421c-a2f8-0030c7e77d68,Reaction mass of 2-methyldecan-1-al and 2-methylundecanal
22590,04624b7e-228f-468b-886a-6b7aabe8294d,Reaction mass of 2-methyldecan-1-al and undecanal
22591,5337e9e5-de23-49fe-9bb1-adf52d241dd7,Reaction mass of 2-methylpent-2-ene and diisopropyl ether
22592,224e1ec5-d9e3-4f9f-9085-476f5816eeaa,"reaction mass of 2-methylpenta-1,3-diene and 4-methylpenta-1,3-diene"
22593,36ef91a3-3fad-4ce0-ab82-d9fd788b5682,Reaction mass of 2-methylpentane and 3-methylpentane and benzene and cumene
22594,9a70c61c-d16f-43e2-a554-b3f7d2e1da1c,"Reaction mass of 2-methylpentane and Hexanol, branched and linear and diisopropyl ether"
22595,4e797dfc-5e6c-4c03-a86c-ad81f78c8e3b,Reaction mass of 2-methylpropan-1-ol and butan-1-ol
22596,e2896f15-b199-4346-9f69-6ee338d0a3ed,Reaction mass of 2-methylpropan-1-ol and butan-1-ol and butyraldehyde and isobutyraldehyde
22597,ba2ede28-dfb8-4362-b24c-525a4ddc8898,Reaction mass of 2-methylpropan-1-ol and tripropylamine
22598,be6d9e3d-6520-4803-ba03-64ea31cf1783,Reaction mass of 2-methylpropan-2-ol and acetone and water
22599,9bb21479-2fa0-45df-941b-10e361dd411c,"Reaction mass of 2-Naphthaleneacetamide, N-[1-(hydroxymethyl)propyl]-6-methoxy-α-methyl-, [R-(R*,R*)]- (9CI) and 2-Naphthaleneacetamide, N-[1-(hydroxymethyl)propyl]-6-methoxy-α-methyl-, [R-(R*,S*)]- (9CI)"
22600,81adc3bb-ee6a-43d2-8378-c98959b7cc04,"Reaction mass of 2-octyldodecyl 2-hydroxypropanoate, 2-Octyldodecan-1-ol and 2-octyldodecyl 2-[(2-hydroxypropanoyl)oxy]propanoate"
22601,91bad931-78cd-44fd-8daa-2aaab540faac,Reaction mass of 2-O-α-L-Rhamnopyranosyl-α-L-rhamnopyranosyl-β-hydroxydecanoyl-β-hydroxydecanoic acid and α-L-Rhamnopyranosyl-β-hydroxydecanoyl-β-hydroxydecanoic acid
22602,b89827d0-d14b-48c4-b0dd-c157beebfc5f,Reaction mass of 2-phenylpropene and acetophenone and cumene
22603,f8e13bda-9a98-4d91-989c-ca867b125a83,"Reaction mass of 2-Piperazin-1-ylethanol and Piperazine-1,4-diethanol and Piperazine"
22604,312c4d63-ee6a-47cd-aa8a-c3adbbdc85da,"Reaction mass of 2-Propenoic acid, 2-((1S)-1-((1R)-3,3- and 2-Propenoic acid, 2-((1R)-1-((1R)-3,3-"
22605,67a07c49-cb51-4b2c-9902-cb1ed12396bc,Reaction mass of 2-sec-butylaniline and 4-sec-butylaniline
22606,f783f5bb-5836-461b-a8ad-22d36914cc44,"Reaction mass of 3-({[2,2-dimethyl-3-({[2-(2-{[(prop-2-en-1-yloxy)carbonyl]oxy}ethoxy)ethoxy]carbonyl}oxy)propoxy]carbonyl}oxy)prop-1-ene and 3-{[(2,2-dimethyl-3-{[(prop-2-en-1-yloxy)carbonyl]oxy}propoxy)carbonyl]oxy}prop-1-ene and diallyl 2,2'-oxydiethyl dicarbonate"
22607,29cb4115-560f-4ea3-9f35-93a74abc18a3,Reaction mass of 3-({1-[(1-methoxypropan-2-yl)oxy]propan-2-yl}oxy)prop-1-ene and 3-{[1-(2-methoxypropoxy)propan-2-yl]oxy}prop-1-ene
22608,700c28ea-7416-4a4c-81d0-06673da73fe9,"Reaction mass of 3-(2-{3-cyanato-5-[2-(3-cyanatoaryl)heteropolycycle-5-yl]aryl}heteropolycycle-5-yl)aryl cyanate and heteropolycycle -2,5-diyldi-3,1-arylene dicyanate"
22609,d4b64f57-5953-4a25-b5a9-aa0e66f388f5,"Reaction mass of 3-(3,3-dimethyl-2,3-dihydro-1H-inden-5-yl)propanal and 3-(1,1-dimethyl-2,3-dihydro-1H-inden-5-yl)propanal and 3-(1,1-dimethyl-2,3-dihydro-1H-inden-4-yl)propanal"
22610,8344e130-8f6e-4e0a-a898-ab727e2bc909,Reaction mass of 3-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde and 4-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde
22611,958e0c6b-9dfd-42fb-97f6-37c56ea938f4,Reaction mass of 3-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbonitrile and 4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbonitrile
22612,1907eb37-bbc5-47f8-b8e0-62799011976b,Reaction mass of 3-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbonitrile and 4-(4-methyl-3-pentenyl)cyclohex-3-ene-1-carbonitrile and Dipentene
22613,6d646722-d39d-4880-b161-d00d9ddb2910,"Reaction mass of 3-(Acryloyloxy)-2-hydroxypropyl methacrylate, 2-(Acryloyloxy)-3-hydroxypropyl methacrylate and 2,3-Bis(acryloyloxy)propyl methacrylate"
22614,707ac398-ba30-41d5-9cde-8152a8f318bf,"Reaction mass of 3-(difluoromethyl)-1-methyl-N-[(1RS,4SR,9RS)-1,2,3,4-tetrahydro-9-isopropyl-1,4-methanonaphthalen-5-yl]pyrazole-4-carboxamide and of 3-(difluoromethyl)-1-methyl-N-[(1RS,4SR,9SR)-1,2,3,4-tetrahydro-9-isopropyl-1,4-methanonaphthalen-5-yl]pyrazole-4-carboxamide; isopyrazam"
22615,1b0ef89e-1bc2-4ba7-98cb-a9a4455d44bd,"Reaction mass of 3-(octanoyloxy)propyl decanoate and propane-1,3-diyl didecanoate and propane-1,3-diyl dioctanoate"
22616,c539f7ea-2ded-4cd1-8511-64e09e694734,"Reaction mass of 3,3'-(1E,1'E)-(4,4'-(6-(bis(2-hydroxyethyl)amino)-1,3,5-triazine-2,4-diyl)bis(azanediyl)bis(3-methoxy-4,1-phenylene))bis(diazene-2,1-diyl)dibenzenesulfonic acid and disodium 3,3'-[[6-[bis(2-hydroxyethyl)amino]-1,3,5-triazine-2,4-diyl]bis[imino(3-methoxy-4,1-phenylene)azo]]bis[benzenesulphonate]"
22617,0590d884-e1c6-4465-bbf0-65cd6f2de54a,"Reaction Mass of 3,3-diphenylhexamethyltrisiloxane and 3,3,5,5-tetraphenylhexamethyltetrasiloxane"
22618,6524ea06-267e-4e6a-9a5e-1ea42d5d3e2e,"Reaction Mass of 3,3-diphenylhexamethyltrisiloxane and 3,3,5,5-tetraphenylhexamethyltetrasiloxane"
22619,51b00ba3-3601-4123-ae2e-1005c4ef4d65,"Reaction mass of 3,3'-oxydi(propylene glycol) and tetraglycerol and triglycerol"
22620,13a28e0e-d6ff-4d5b-b95d-92e54e022e92,"Reaction mass of 3,4,5-trichlorophthalic acid, strontium salt and 3,4,6-trichlorophthalic acid, strontium salt and 3,4-dichlorophthalic acid, strontium salt and 3,5-dichlorophthalic acid, strontium salt and 3,6-dichlorophthalic acid, strontium salt and 3-chlorophthalic acid, strontium salt and 4,5-dichlorophthalic acid, strontium salt and 4-chlorophthalic acid, strontium salt"
22621,7a056a6e-895e-4cb2-a83b-80bd3648fc83,"Reaction mass of 3,4‐dimethyloctahydro‐1H‐4,7‐methanoinden‐5‐ol and 2,4‐dimethyloctahydro‐1H‐4,7‐methanoinden‐5‐ol"
22622,fc35646d-374a-4a15-b3d8-16a39194e006,"Reaction mass of 3,5,5-trimethylhexan-1-ol and 3,5,5-trimethylhexanal and 3,5,5-trimethylhexanoic acid and 3,5,5-trimethylhexyl formate"
22623,1dd00342-2e40-4496-a750-437b1d361ad2,"Reaction mass of 3,5,5-Trimethylhexan-1-yl 3-isocyanato-4-methylphenylcarbamate and 3,5,5-trimethylhexan-1-yl 5-isocyanato-2-methylphenylcarbamate"
22624,b2d34d70-9e37-4b6b-905f-add6691d79a5,"Reaction mass of 3,5,5-Trimethylhexanoyl chloride and Methyl 3-methyl-2-butenoate"
22625,8299ece3-d5bf-49c7-9c6c-736f4ce3ab09,"Reaction mass of 3,5,6,6-tetramethyl-4-methyleneheptan-2-one and (E)-3,4,5,6,6-pentamethylhept-3-en-2-one"
22626,9dcd59c3-814d-4ab7-97a7-422e426828dc,"Reaction mass of 3,5,6,6-tetramethyl-4-methyleneheptan-2-one and (E)-3,4,5,6,6-pentamethylhept-3-en-2-one"
22627,39abfedf-e50e-42dd-b080-98b8aee8d628,"Reaction mass of 3,5-dimethylcyclohex-3-ene-1-carbaldehyde and 2,4-dimethylcyclohex-3-ene-1-carbaldehyde"
22628,01196616-68df-4654-bfc2-8ee45770425d,"Reaction mass of 3,6,10-trimethylundeca-3,5,9-trien-2-one and 7,11-dimethyldodeca-4,6,10-trien-3-one"
22629,5af93038-56de-410c-bc5b-978e4adaac67,"reaction mass of 3,6,9,12-tetraoxotridecan-1-ol and 3,6,9,12,15-pentaoxahexadecan-1-ol"
22630,b10c7830-cb2e-451e-a226-61664975e33c,"Reaction mass of 3,6,9-trioxaundecane-1,11-diol and 2,2'-oxydiethanol and 2,2'-(ethylenedioxy)diethanol and 3,6,9,12-tetraoxatetrade"
22631,14ece8d4-da14-426f-8061-ff9c766a0ccf,"Reaction mass of 3,6-Bis(3-chlorophenyl)-2,5-dihydro-pyrrolo[3,4-c]pyrrole-1,4-dione, 3-(3-Chlorophenyl)-6-(4-chlorophenyl)-2,5-dihydro- pyrrolo[3,4-c]pyrrole-1,4-dione and 3,6-Bis(4-chlorophenyl)-2,5-dihydro-pyrrolo[3,4-c]pyrrole-1,4-dione"
22632,1a13a466-e333-4b48-a9f1-2f005a0871d6,"Reaction mass of 3,6-Bis(3-chlorophenyl)-2,5-dihydro-pyrrolo[3,4-c]pyrrole-1,4-dione, 3-(3-Chlorophenyl)-6-(4-chlorophenyl)-2,5-dihydro- pyrrolo[3,4-c]pyrrole-1,4-dione and 3,6-Bis(4-chlorophenyl)-2,5-dihydro-pyrrolo[3,4-c]pyrrole-1,4-dione"
22633,5c1c5f62-0b46-44a3-8056-b794ab4fd512,"Reaction mass of 3,7,11-trimethyldodeca-2,6,10-trien-1-ol and 6-methyl-2-(4-methylcyclohex-3-en-1-yl)hept-5-en-2-ol"
22634,bcba25ba-1592-48b0-9437-eb44e5175901,"Reaction mass of 3,7-bis(diethylamino)phenoxazin-5-ium chloride and 3,7-bis(diethylamino)phenoxazin-5-ium trichlorozincate"
22635,26795799-7e45-44d4-9a29-079eacc1ac15,"Reaction mass of 3,7-Dimethyl-1,5-octadien-3-ol-7-hydroperoxid and 3,7-Dimethyl-1,7-octadien-3-ol-6-hydroperoxid"
22636,b520287d-e7db-4f1e-a8ca-602732f6161c,"Reaction mass of 3,7-dimethyl-1-octyl acetate and citronellyl acetate"
22637,65d12c69-5fb2-460a-b0f3-666ff234bf9b,"Reaction mass of 3,7-dimethyl-1-octyl propionate and citronellyl propionate"
22638,4c6f56dc-1c63-4101-8852-6deb78ba35aa,"Reaction mass of 3,7-dimethyloct-6-en-1-yl 2-methylpropanoate and (2E)-3,7-dimethylocta-2,6-dien-1-yl 2-methylpropanoate and (2Z)-3,7-dimethylocta-2,6-dien-1-yl 2-methylpropanoate"
22639,4982e3a2-a7a1-4b09-bf9f-76e78afe5755,"Reaction mass of 3,7-dimethyloct-7-en-1-yl 3-methylbut-2-enoate and 3,7-dimethyloctyl 3-methyl-2-butenoate and citronellyl 3-methylcrotonate"
22640,389dafd7-de0e-47fb-94b6-3a8b6b053fc4,"Reaction mass of 3,7-dimethylocta-1,6-diene and 2,6-dimethyloct-7-en-2-ol and 1,2-dimethyl-3-(propan-2-yl)cyclopentene"
22641,682f15f3-1863-49b2-8e34-d15fea08e190,"Reaction mass of 3,7-dimethylocta-1,6-diene and rel-(1R,2S,5R)-2,6,6-trimethylbicyclo[3.1.1]heptane"
22642,788f9725-1f72-4485-a80e-580da5f26874,"Reaction Mass of 3,8-dimethyl-5-(prop-1-en-2-yl)-1,2,3,3a,4,5,6,7-octahydroazulene and 4,8a,9,9-octamethyldecahydro-1,6-methanonaphthalen-1-ol"
22643,fe86c9c8-d018-40ef-97f5-6e7392d3267a,"Reaction mass of 3,8-DIOXA-4,7-DISILADECANE, 4,4,7,7-TETRAETHOXY- and 3,8-Dioxa-4,7-disiladec-5-ene, 4,4,7,7-tetraethoxy- isomers"
22644,a0d5165c-c9c3-4618-90b2-3ae4aabc8f4b,"Reaction mass of 3-[(2-aminoethyl)ammonio]propane-1-sulfonate and 3,3'-(ethane-1,2-diyldiammonio)dipropane-1-sulfonate and ethane-1,2-diamine"
22645,06319071-403a-4811-91dd-51068502a83b,"Reaction mass of 3-[(3aS,7aR)-octahydro-1H-4,7-methanoinden-1-yl]propanal and 3-[(2s,3aR,7aS)-octahydro-1H-4,7-methanoinden-2-yl]propanal and 3-[(2r,3aR,7aS)-octahydro-1H-4,7-methanoinden-2-yl]propanal"
22646,a4974a58-3107-4174-9010-18cef7dbc9f0,"Reaction mass of 3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-{[hydroxy(phosphonooxy)phosphoryl]oxy}ethyl)-4-methyl-1,3-thiazol-3-ium chloride and 3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-5-[2-(phosphonooxy)ethyl]-1,3-thiazol-3-ium chloride dihydrate"
22647,40f50a4a-2a72-4b51-b537-b93c74e924e9,"Reaction mass of 3-[(4-amino-6-bromo-5,8-dihydro-1-hydroxy-8-imino-5-oxo-2-naphtyl)amino]-N,N,N-trimethylanilinium chloride and 3-[(8-amino-dibromo-5-hydroxy-4-imino-1-oxo-1,4-dihydronaphthalenyl)amino]-N,N,N-trimethylbenzenaminium chloride and 3-[(bromo-1,4-dihydroxy-8-imino-5-oxo-5,8-dihydronaphthalenyl)amino]-N,N,N-trimethylbenzenaminium chloride"
22648,3a48be31-5ec7-41fa-a505-947254445241,"Reaction mass of 3-[(diphenoxyphosphoryl)oxy]phenyl triphenyl 1,3-phenylene bis(phosphate) and tetraphenyl 1,3-phenylene bis(phosphate)"
22649,cff0bc4b-cb3d-49de-be64-32e54c3905f4,"Reaction mass of 3-[(diphenoxyphosphoryl)oxy]phenyl triphenyl 1,3-phenylene bis(phosphate) and tetraphenyl 1,3-phenylene bis(phosphate)"
22650,6651b8ce-f93a-4f19-92c3-115ca2bcf34e,"Reaction mass of 3-[3-(2,3-dihydroxypropoxy)-2-hydroxypropoxy]propane-1,2-diol and 3-(2,3-dihydroxypropoxy)propane-1,2-diol and 3-[3-[3-(2,3-dihydroxypropoxy)-2-hydroxypropoxy]-2-hydroxypropoxy]propane-1,2-diol"
22651,86451d84-6d1f-45c8-bde3-7d4246e01bc9,"Reaction mass of 3-[3-(9-butyl-1,1,3,3,5,5,7,7,9,9-decamethylpentasiloxanyl)propoxy]-2-hydroxypropyl 2methylprop-2-enoate and 1-[3-(9-butyl-1,1,3,3,5,5,7,7,9,9-decamethylpentasiloxanyl)propoxy]-3-hydroxypropan-2-yl 2-methylprop-2-enoate"
22652,a4d76fa3-12c8-4755-a78a-2501dbeea507,Reaction mass of 3‐[4‐(2‐methylpropyl)phenyl]propanal and 3‐[4‐(2‐methylpropyl)phenyl]propan‐1‐ol
22653,7ebf4c0f-e6d2-4c42-a110-176612a37cbe,"Reaction mass of 3-[methoxy(dimethyl)silyl]propan-1-amine and 3,3'-(1,1,3,3-tetramethyldisiloxane-1,3-diyl)dipropan-1-amine"
22654,b838906d-cb8c-4715-94bb-7e20e384bf64,"Reaction mass of 3-[methoxy(dimethyl)silyl]propan-1-amine and 3,3'-(1,1,3,3-tetramethyldisiloxane-1,3-diyl)dipropan-1-amine"
22655,1accbf3e-a191-4026-8f02-01bb5cdf4f79,"Reaction mass of 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-5-yl isobutyrate and 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl isobutyrate"
22656,820a6774-b697-4be1-9111-8110c6e25cb8,"Reaction mass of 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-5-yl pivalate and 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl pivalate"
22657,7b883ec9-aa1b-4edc-a7de-d3e9089194b5,"Reaction mass of 3a,4,5,6,7,7a-hexahydro-4,7-methanoinden-5-yl acetate and 3a,4,5,6,7,7a-hexahydro-4,7-methanoinden-6-yl acetate"
